School ID,University,State,City,Enrollment (Undergrad),Male Enrollment,Female Enrollment,Native Hawaiian/Pacific Islander,American Indian/Alaskan Native,Multi-race (not Hispanic/Latino),Asian,White,Black/African-American,International,Hispanic/Latino,Unknown
000227,Cheyney University of Pennsylvania,PA,Cheyney,997,499,498,0.1,0.0,3.6,0.0,1.2,85.7,0.2,3.7,5.6
000228,Clarion University of Pennsylvania,PA,Clarion,4911,1835,3076,0.1,0.1,2.5,0.6,84.2,7.3,1.6,2.2,2.9
000229,Williams College,MA,Williamstown,2099,1028,1071,0.0,0.2,7.0,12.8,58.1,8.2,7.7,13.7,0.0
000230,Wilson College,PA,Chambersburg,571,66,505,0.0,0.2,2.3,0.5,72.0,2.7,4.4,2.9,19.4
000231,Clark University,MA,Worcester,2397,955,1442,0.1,0.2,2.3,8.4,66.7,5.0,14.6,7.9,9.3
000232,Clarkson University,NY,Potsdam,3257,2286,971,0.0,0.3,2.3,3.0,85.9,1.9,2.5,4.4,2.1
000233,Colby College,ME,Waterville,1857,887,970,0.1,0.3,5.7,6.9,68.9,3.0,10.6,7.2,8.0
000234,Worcester Polytechnic Institute,MA,Worcester,4299,2863,1436,0.0,0.3,3.4,5.2,73.5,2.6,11.9,9.6,5.4
000235,Colgate University,NY,Hamilton,2853,1271,1582,0.0,0.2,3.8,3.9,73.3,4.8,8.7,10.1,4.1
000236,Molloy College,NY,Rockville Centre,3425,868,2557,0.4,0.5,1.1,7.1,60.1,12.5,0.3,15.2,3.2
000237,Monmouth University,NJ,West Long Branch,4693,1963,2730,0.0,0.1,2.1,3.2,74.9,5.0,0.7,11.2,3.4
000238,Cooper Union for the Advancement of Science and Art,NY,New York,899,601,298,0.0,0.0,10.7,21.2,38.1,3.8,18.2,10.9,15.2
000239,Daniel Webster College,NH,Nashua,639,532,107,0.0,0.2,5.2,4.4,67.6,9.9,0.2,6.9,6.0
000240,Worcester State University,MA,Worcester,5514,2238,3276,0.1,0.3,2.8,4.0,69.9,7.4,0.8,8.8,6.6
000241,Drew University,NJ,Madison,1450,564,886,0.1,0.1,4.3,6.0,59.4,10.4,4.9,10.5,9.3
000242,Montclair State University,NJ,Montclair,16336,6287,10049,0.2,0.1,3.3,5.3,44.9,10.8,2.1,25.7,9.8
000243,Moore College of Art and Design,PA,Philadelphia,406,,,0.0,0.5,5.8,3.0,59.8,21.3,1.5,7.3,2.5
000244,Yale University,CT,New Haven,5532,2830,2702,0.0,0.7,6.3,19.3,52.0,7.6,10.6,12.8,1.2
000245,Yeshiva University,NY,New York,2744,1502,1242,0.0,0.0,0.1,,98.4,,4.7,0.2,1.3
000246,Gannon University,PA,Erie,3115,1365,1750,0.3,0.2,2.3,1.8,83.6,5.8,7.5,3.1,2.9
000247,York College of Pennsylvania,PA,York,4537,2053,2484,0.1,0.1,3.6,1.7,83.0,4.9,0.4,5.8,1.0
000248,Colby-Sawyer College,NH,New London,1369,420,949,,,,,,,,,
000249,Fitchburg State University,MA,Fitchburg,4212,1854,2358,0.0,0.1,2.9,2.2,74.6,7.4,0.5,9.6,3.2
000250,Green Mountain College,VT,Poultney,597,291,306,,1.0,0.9,1.0,53.7,4.5,3.4,3.5,35.4
000252,LIM College,NY,New York,1515,105,1410,0.6,0.8,1.2,6.1,57.7,15.2,4.3,13.0,5.4
000254,Moravian College,PA,Bethlehem,1831,821,1010,0.1,0.1,2.2,1.5,75.9,4.6,5.4,9.4,6.2
000255,Mount Holyoke College,MA,South Hadley,2126,1,2125,0.1,0.1,5.0,13.2,60.7,8.7,26.0,10.5,1.6
000256,Johnson & Wales University,RI,Providence,8718,3508,5210,0.1,0.1,8.5,0.7,61.5,12.6,9.1,11.8,4.7
000258,Mount St. Mary College,NY,Newburgh,2157,629,1528,0.2,0.7,1.3,2.1,61.6,7.4,0.2,15.2,11.5
000259,California State University Long Beach,CA,Long Beach,32079,14038,18041,0.3,0.2,5.1,24.8,20.0,4.1,6.6,41.7,3.8
000260,College of Mount St. Vincent,NY,Riverdale,1649,466,1183,0.1,0.2,5.6,9.7,27.1,17.6,1.5,34.5,5.2
000261,Ohio State Universitiy at Lima,OH,Lima,999,431,568,0.1,0.3,2.7,1.9,86.1,4.2,0.1,2.5,2.2
000262,Ohio State University at Mansfield,OH,Mansfield,1189,541,648,0.0,0.1,2.9,2.4,78.6,10.6,,3.4,2.0
000263,Ohio State Universitity at Marion,OH,Marion,1083,508,575,0.2,0.4,2.9,3.1,83.1,3.8,0.3,4.0,2.6
000264,Ohio State University at Newark,OH,Newark,2448,1225,1223,0.1,0.3,3.8,4.2,72.2,13.1,,3.4,2.9
000266,Clarkson College,NE,Omaha,658,69,589,,,,,,,,,
000267,University of Puerto Rico at Rio Piedras ,PR,San Juan,15356,,,,,,,,,,,
000268,Paul Quinn College,TX,Dallas,243,111,132,0.0,0.4,0.0,0.0,1.2,87.2,,11.1,0.0
000269,Wiley College,TX,Marshall,925,376,549,,,,,,,,,
000270,Ursuline College,OH,Pepper Pike,706,,,0.0,0.0,3.5,0.6,63.1,26.0,1.4,3.0,3.8
000271,University of Maine at Augusta,ME,Augusta,4683,1293,3390,0.1,1.7,2.3,0.6,78.9,1.2,0.4,1.7,13.5
000273,University of Texas at Dallas,TX,Richardson,15575,8820,6755,0.3,0.2,4.4,29.9,38.6,6.2,3.3,18.6,1.8
000274,Williams Baptist College,AR,Walnut Ridge,541,272,269,0.0,1.5,0.0,0.4,86.3,8.0,2.6,3.8,0.0
000276,American University of Puerto Rico,PR,Bayamon,2324,1059,1265,,,,,,,,95.9,
000277,Inter American University of Puerto Rico - San German Campus,PR,San Germán,4289,2039,2250,0.0,0.1,,0.0,0.2,0.2,,97.2,
000278,University of Puerto Rico at Humacao,PR,Humacao,3774,1278,2496,,,,0.1,0.2,0.2,0.1,86.5,13.1
000279,Polytechnic University of Puerto Rico,PR,Hato Rey,3493,2791,702,,,,0.1,0.1,0.0,,96.9,0.1
000281,Lindsey Wilson College,KY,Columbia,2198,891,1307,,,,,,,,,
000282,Mount Olive College,NC,Mount Olive,3855,1257,2598,,,,,,,,,
000283,Schreiner University,TX,Kerrville,1182,499,683,0.0,0.1,3.2,1.0,57.2,4.2,0.7,34.1,0.3
000284,Heritage University,WA,Toppenish,861,209,652,0.7,5.2,4.9,0.7,23.0,1.1,0.9,62.1,2.2
000286,Bayamon Central University,PR,Bayamón,938,312,626,,,,,,,,,
000287,College of St. Joseph,VT,Rutland,237,93,144,,1.0,,,59.0,6.6,,0.7,
000288,Christendom College,VA,Front Royal,469,191,278,,,,0.9,,,0.9,2.8,96.3
000289,University of Phoenix,AZ,Tempe,3718,1522,2196,,,,,,,,,
000290,Pacific Oaks College,CA,Pasadena,257,11,246,,,,,,,,,
000291,East-West University,IL,Chicago,755,347,408,0.6,0.5,2.3,10.8,3.0,57.3,,13.2,0.6
000292,Farmingdale State College,NY,Farmingdale,8648,4918,3730,0.4,0.2,2.1,7.3,62.1,10.4,2.4,17.2,0.3
000294,Mount Ida College,MA,Newton,1345,,,,,,,,,,,
000295,Warner Pacific College,OR,Portland,552,241,311,1.2,0.5,4.0,4.0,60.0,9.5,1.3,12.9,8.0
000296,Cazenovia College,NY,Cazenovia,1091,302,789,0.3,0.9,4.1,0.7,66.6,7.3,,6.1,13.9
000297,University of Akron,OH,Akron,19037,10060,8977,0.1,0.2,4.0,2.3,76.0,12.5,1.8,2.5,2.5
000298,Albion College,MI,Albion,1376,688,688,0.1,0.2,2.6,2.0,78.7,6.1,2.5,4.8,5.6
000299,Baptist Bible College,MO,Springfield,544,286,258,,,,,,,,,
000301,Beloit College,WI,Beloit,1358,617,741,0.2,0.2,3.0,3.2,72.8,5.8,10.5,10.3,4.5
000302,Bemidji State University,MN,Bemidji,4739,2035,2704,0.0,2.6,3.2,1.1,86.7,2.0,1.7,2.5,2.0
000303,Bethel College,IN,Mishawaka,1489,520,969,0.2,0.4,3.3,1.4,77.0,11.0,1.1,6.5,0.1
000304,Bethel University,MN,St. Paul,2984,1140,1844,0.0,0.1,2.2,3.5,78.1,4.6,0.4,4.2,7.1
000305,Blackburn College,IL,Carlinville,585,268,317,0.3,0.2,2.6,0.7,79.8,13.0,,1.7,1.7
000306,Bluffton University,OH,Bluffton,910,435,475,0.0,0.0,2.7,0.1,85.0,6.4,0.4,4.1,1.7
000307,Bowling Green State University,OH,Bowling Green,14334,6160,8174,0.1,0.2,3.5,0.7,79.1,9.8,2.1,4.2,2.4
000308,Bradley University,IL,Peoria,4439,2179,2260,0.1,0.2,1.5,3.0,64.8,4.7,1.1,6.0,19.7
000309,Briar Cliff University,IA,Sioux City,1022,445,577,0.6,1.1,1.7,1.2,76.2,7.5,3.7,11.7,0.0
000310,Buena Vista University,IA,Storm Lake,881,422,459,0.1,0.0,3.0,2.4,80.1,2.0,7.5,7.8,4.6
000311,Butler University,IN,Indianapolis,4028,1622,2406,0.0,0.2,2.3,3.0,82.3,4.3,0.4,4.2,3.7
000312,Calumet College of St. Joseph,IN,Whiting,881,484,397,0.0,0.3,0.9,1.0,40.9,27.2,0.1,29.7,0.0
000313,Calvin College,MI,Grand Rapids,3869,1733,2136,0.0,0.3,4.0,4.2,82.1,3.0,10.0,4.4,2.0
000314,Capital University,OH,Columbus,2765,1148,1617,0.0,0.1,4.8,1.3,76.2,10.2,1.8,4.1,3.3
000315,Cardinal Stritch University,WI,Milwaukee,1975,675,1300,0.3,0.6,3.1,2.6,57.6,21.9,6.2,11.8,2.2
000316,Carleton College,MN,Northfield,2014,971,1043,0.1,0.2,5.4,9.5,70.7,4.2,10.3,7.8,2.1
000317,Carroll University,WI,Waukesha,3139,1073,2066,,,,,,,,,
000318,Carthage College,WI,Kenosha,2660,1108,1552,,,,,,,,,
000319,Cedarville University,OH,Cedarville,3353,1593,1760,0.0,0.4,3.2,2.1,88.4,1.6,1.6,3.0,1.2
000321,Central College,IA,Pella,1274,604,670,0.1,0.2,1.2,1.4,87.5,2.1,1.3,4.3,3.1
000322,Central Methodist University,MO,Fayette,1094,524,570,0.0,0.4,3.2,0.4,81.6,7.8,4.0,3.0,3.6
000323,Central Michigan University,MI,Mount Pleasant,20498,8941,11557,0.0,0.7,3.0,1.1,80.4,8.1,1.9,3.9,2.9
000324,University of Central Missouri,MO,Warrensburg,10001,4460,5541,0.2,0.2,4.3,0.9,78.4,10.0,2.7,3.9,2.0
000325,Central State University,OH,Wilberforce,1792,806,986,0.0,0.2,0.9,0.1,1.4,95.5,0.5,0.7,1.2
000326,Chicago State University,IL,Chicago,3912,1129,2783,,,,0.6,2.6,76.9,3.9,6.9,13.0
000327,University of Chicago,IL,Chicago,5844,3074,2770,0.1,0.3,3.9,19.6,49.8,5.7,10.8,9.6,11.1
000328,Cincinnati Christian University ,OH,Cincinnati,620,322,298,0.4,0.4,2.2,0.6,73.7,18.4,1.3,1.2,3.0
000329,University of Cincinnati,OH,Cincinnati,25054,12538,12516,0.1,0.2,2.7,3.3,77.9,7.6,4.5,3.0,5.1
000330,Clarke University,IA,Dubuque,868,291,577,0.0,0.0,2.2,0.7,85.3,3.9,0.9,7.0,0.8
000331,Cleary University,MI,Howell,618,263,355,0.0,0.2,0.0,1.5,78.7,7.4,,1.5,10.6
000332,Cleveland Institute of Art,OH,Cleveland,606,262,344,0.0,0.2,4.6,4.1,76.4,9.5,10.1,5.2,0.0
000333,Cleveland Institute of Music,OH,Cleveland,230,,,,,,,,,,,
000334,Cleveland State University,OH,Cleveland,12443,5911,6532,0.2,0.3,3.3,3.3,67.3,18.3,5.0,5.5,1.8
000335,Coe College,IA,Cedar Rapids,1416,594,822,0.2,0.1,3.2,2.9,75.5,6.3,1.3,9.3,2.6
000336,Columbia College Chicago,IL,Chicago,8608,3629,4979,0.1,0.3,4.8,3.4,56.8,15.6,3.4,11.8,7.2
000337,Columbia College,MO,Columbia,832,342,490,0.0,1.1,4.1,1.1,83.3,5.6,11.4,3.0,1.8
000338,Columbus College of Art and Design,OH,Columbus,1086,388,698,0.1,0.2,5.3,3.4,72.1,10.3,7.6,5.5,3.2
000339,Conception Seminary College,MO,Conception,,,,,,,,,,,,
000340,Concordia University Chicago,IL,River Forest,1509,636,873,0.2,0.1,2.5,3.1,54.1,13.1,0.9,25.8,1.1
000341,Concordia University Ann Arbor,MI,Ann Arbor,509,287,222,0.0,0.0,5.2,1.0,78.8,10.4,1.6,3.6,1.0
000342,Concordia College,MN,Moorhead,2162,875,1287,0.0,0.6,1.7,2.0,87.1,1.8,3.4,1.7,5.1
000343,Concordia University St. Paul,MN,St. Paul,2567,1070,1497,0.0,0.6,3.8,8.4,66.1,12.7,4.4,3.8,4.6
000344,Concordia University Wisconsin,WI,Mequon,4338,1546,2792,0.2,0.9,3.4,2.0,73.9,15.0,1.7,2.4,2.1
000345,Cornell College,IA,Mount Vernon,1075,499,576,0.3,0.4,4.5,2.5,69.0,5.4,4.5,13.6,4.3
000346,Culver-Stockton College,MO,Canton,1049,512,537,0.4,0.0,1.8,0.3,77.3,14.7,7.6,5.5,0.0
000347,University of Dayton,OH,Dayton,8665,4588,4077,0.1,0.1,2.0,1.4,87.6,3.3,11.4,3.6,1.8
000348,Defiance College,OH,Defiance,666,353,313,0.0,0.3,2.9,0.6,80.7,8.3,1.8,6.6,0.6
000349,Denison University,OH,Granville,2282,987,1295,0.1,0.0,4.0,4.2,71.6,7.1,7.5,10.7,2.2
000350,DePaul University,IL,Chicago,15961,7569,8392,0.1,0.1,3.8,8.5,56.4,8.4,3.4,18.3,4.2
000351,DePauw University,IN,Greencastle,2265,1038,1227,0.0,0.3,7.3,3.9,76.6,5.7,7.7,4.0,2.3
000353,University of Detroit Mercy,MI,Detroit,2672,954,1718,0.0,0.3,2.9,5.2,67.1,15.6,5.2,4.3,4.5
000354,DeVry University - Chicago,IL,Chicago,1149,694,455,0.2,0.4,0.6,8.3,18.7,27.2,1.6,43.5,1.2
000357,DeVry University - Columbus,OH,Columbus,1676,929,747,0.1,0.3,1.5,2.0,63.9,18.1,0.5,2.5,11.6
000358,Martin Luther College,MN,New Ulm,827,406,421,0.0,0.1,1.1,0.7,95.6,1.5,2.3,1.0,0.0
000359,Drake University,IA,Des Moines,3338,1454,1884,0.0,0.2,2.2,3.6,84.9,4.0,7.5,4.1,1.0
000360,Drury University,MO,Springfield,1315,598,717,0.1,0.3,2.4,1.6,87.7,3.9,11.9,4.1,0.0
000361,University of Dubuque,IA,Dubuque,1764,1021,743,0.1,0.5,1.7,2.1,67.9,12.1,1.0,7.8,7.7
000364,Kettering University,MI,Flint,1741,1421,320,0.1,0.2,2.7,3.3,80.3,4.2,7.1,3.2,5.9
000365,Grace College,IN,Winona Lake,1922,835,1087,0.1,0.5,1.9,0.9,78.7,5.2,0.5,4.3,8.5
000366,Hanover College,IN,Hanover,1133,467,666,0.0,0.6,1.7,1.6,85.1,4.5,4.3,2.5,4.1
000367,Benedictine University,IL,Lisle,3347,1456,1891,0.2,0.2,,15.2,46.3,9.6,1.7,10.7,17.7
000368,Indiana Institute of Technology,IN,Fort Wayne,5738,2174,3564,0.1,0.3,2.0,0.4,43.6,34.1,1.2,3.8,15.7
000369,Indiana University Kokomo,IN,Kokomo,3944,1359,2585,0.1,0.5,2.4,0.6,84.8,4.2,0.4,4.7,2.6
000370,Kendall College,IL,Chicago,1275,330,945,0.2,0.4,2.1,3.8,52.2,20.7,15.8,18.3,2.3
000371,Lake Erie College,OH,Painesville,998,487,511,0.0,0.3,3.2,0.4,80.3,10.5,3.0,2.5,2.8
000372,Lakeland College,WI,Sheboygan,2964,1295,1669,0.1,1.0,0.9,2.3,84.4,6.1,2.7,4.7,0.5
000373,Lindenwood University,MO,St. Charles,8285,3729,4556,0.3,0.4,3.0,0.6,60.5,14.4,12.5,4.2,16.7
000374,Manchester University,IN,North Manchester,1246,597,649,0.0,0.1,3.3,1.4,83.1,5.8,3.1,5.7,0.5
000375,Marietta College,OH,Marietta,1246,774,472,0.0,0.3,3.2,1.2,81.2,6.4,13.3,2.9,4.8
000376,McKendree University,IL,Lebanon,2342,1078,1264,0.2,0.9,2.2,1.1,69.4,14.6,1.9,4.7,7.0
000377,Metropolitan State University,MN,St. Paul,7593,3361,4232,0.1,0.7,4.5,12.6,57.2,18.8,1.6,5.0,1.0
000378,Rochester College,MI,Rochester Hills,970,369,601,,,,,,,,,
000379,University of Michigan,MI,Ann Arbor,28312,14298,14014,0.0,0.2,3.7,13.6,65.9,4.6,6.9,4.9,7.0
000380,Millikin University,IL,Decatur,2063,873,1190,0.0,0.2,3.7,1.2,74.4,13.7,1.6,6.1,0.7
000381,Milwaukee Institute of Art & Design,WI,Milwaukee,664,,,,,,,,,,,
000382,Missouri Southern State University,MO,Joplin,5732,2549,3183,0.2,3.2,1.4,2.0,79.3,6.2,3.7,4.7,3.1
000383,Mount Mercy University,IA,Cedar Rapids,1543,447,1096,0.0,1.1,1.9,1.9,83.2,6.8,3.2,1.7,3.4
000384,North Central College,IL,Naperville,2733,1272,1461,0.1,0.2,3.4,2.5,71.7,4.0,1.5,11.4,6.7
000385,University of Northern Iowa,IA,Cedar Falls,10169,4365,5804,0.1,0.2,2.2,1.2,86.8,3.0,4.7,3.6,3.0
000386,Northwestern College,IA,Orange City,1120,474,646,0.1,0.0,2.1,1.0,86.2,2.0,3.4,4.4,4.3
000387,University of Northwestern St. Paul,MN,St. Paul,3222,1285,1937,0.0,0.1,1.9,3.7,86.1,3.1,0.5,2.6,2.4
000388,Northwood University,MI,Midland,1416,897,519,0.5,0.3,2.1,0.5,76.8,6.6,7.0,3.7,9.4
000389,Notre Dame College,OH,South Euclid,1240,417,823,,,,,,,,,
000390,Oakland City University,IN,Oakland City,1235,540,695,0.0,0.4,0.8,0.2,72.3,9.1,1.8,2.3,14.9
000391,Ohio University,OH,Athens,23513,9554,13959,0.1,0.1,3.5,0.9,86.0,5.1,3.6,2.8,1.3
000392,Ohio Wesleyan University,OH,Delaware,1675,795,880,0.0,0.1,6.2,3.0,74.9,8.1,6.4,5.1,2.6
000393,Rockford University,IL,Rockford,1061,430,631,0.0,0.1,3.4,1.5,67.3,8.5,2.4,14.1,5.1
000394,University of St. Francis,IL,Joliet,1349,494,855,0.3,0.4,3.3,2.1,67.7,7.3,1.9,17.9,0.9
000395,St. Joseph's College,IN,Rensselaer,1142,458,684,0.0,0.6,2.6,0.5,81.4,8.6,0.9,4.3,2.0
000396,Saint Mary's College,IN,Notre Dame,1619,13,1606,0.0,0.1,3.4,1.6,79.4,2.0,1.4,10.9,2.6
000397,College of St. Scholastica,MN,Duluth,2844,822,2022,0.0,1.8,3.5,2.0,85.8,3.5,3.2,2.8,0.7
000398,Saint Xavier University,IL,Chicago,2993,944,2049,0.0,0.5,2.1,2.3,53.6,17.5,0.3,17.0,7.1
000399,Columbia University,NY,New York,6102,3160,2942,,2.8,,26.0,39.4,13.5,14.2,13.8,4.4
000400,Connecticut College,CT,New London,1918,724,1194,0.1,0.1,3.1,4.6,75.1,3.9,6.3,9.0,4.1
000401,University of Connecticut,CT,Storrs,18395,9279,9116,0.1,0.1,2.8,10.2,64.4,5.3,4.2,8.9,8.2
000402,John Jay College of Criminal Justice,NY,New York,12969,5576,7393,0.0,0.3,0.0,12.6,23.9,20.2,2.9,42.9,0.0
000403,Dartmouth College,NH,Hanover,4307,2191,2116,0.3,2.4,5.7,16.6,53.1,7.3,8.0,9.0,5.7
000404,College of Staten Island (City University of New York),NY,Staten Island,12806,5672,7134,0.0,0.2,0.0,12.2,53.5,15.4,2.7,17.4,1.3
000405,City College of New York,NY,New York,13436,6563,6873,0.4,0.2,1.9,25.7,16.3,17.5,5.8,38.0,0.0
000406,Daemen College,NY,Amherst,2030,566,1464,0.1,0.5,1.0,1.9,73.2,12.2,0.8,6.9,4.2
000407,Drexel University,PA,Philadelphia,16896,8935,7961,0.7,0.2,3.3,15.1,63.8,7.5,12.8,6.8,2.6
000408,Duquesne University,PA,Pittsburgh,5961,2259,3702,0.1,0.1,3.2,2.3,85.0,5.0,4.3,3.3,1.1
000409,Edinboro University,PA,Edinboro,5585,2343,3242,0.1,0.2,2.5,0.9,83.2,8.7,1.9,3.1,1.2
000410,Elmira College,NY,Elmira,1288,382,906,0.0,0.4,1.6,2.1,83.9,4.0,5.0,3.5,4.5
000411,Elms College,MA,Chicopee,1311,313,998,,0.5,,1.6,55.4,7.3,0.5,9.6,25.7
000412,Framingham State University,MA,Framingham,4478,1660,2818,0.0,0.2,3.5,2.9,71.4,8.4,0.3,10.7,2.8
000413,Franklin Pierce University,NH,Rindge,1627,763,864,0.2,0.1,3.9,1.1,70.4,6.3,2.3,2.9,15.2
000414,Hamilton College,NY,Clinton,1872,912,960,0.0,0.1,3.6,7.9,67.4,4.9,5.8,7.9,8.2
000415,Hampshire College,MA,Amherst,1410,553,857,0.1,0.0,6.9,2.5,70.6,4.0,5.0,11.5,4.4
000416,University of Hartford,CT,West Hartford,5246,2596,2650,0.0,0.4,3.1,3.3,59.3,16.8,5.8,12.5,4.5
000417,Hobart and William Smith Colleges,NY,Geneva,2344,1187,1157,0.1,0.5,0.0,3.4,76.3,5.5,5.7,6.3,7.8
000418,Hofstra University,NY,Hempstead,6824,3134,3690,1.0,0.4,2.6,9.8,59.1,8.5,4.2,14.5,4.1
000419,Holy Family University,PA,Philadelphia,2045,545,1500,0.0,0.1,0.0,3.3,56.7,7.8,0.2,6.3,25.7
000420,Immaculata University,PA,Immaculata,1790,494,1296,0.1,0.1,2.0,1.8,74.5,14.4,0.7,5.5,1.8
000421,Grand Valley State University,MI,Allendale,21972,9096,12876,0.0,0.4,3.4,2.1,83.7,5.3,1.3,4.9,0.3
000422,Indiana University - Purdue University Fort Wayne,IN,Fort Wayne,12674,5663,7011,0.0,0.3,2.7,2.5,84.0,4.8,1.4,5.1,0.6
000423,Indiana University of Pennsylvania,PA,Indiana,11537,5187,6350,0.0,0.1,3.7,1.0,77.6,12.2,4.2,4.2,1.2
000424,Kutztown University of Pennsylvania,PA,Kutztown,8293,3783,4510,0.2,0.1,0.3,1.2,78.4,8.5,1.0,7.3,4.0
000425,La Roche College,PA,Pittsburgh,1398,614,784,0.0,0.2,2.0,1.4,74.0,9.7,16.0,2.9,9.7
000426,La Salle University,PA,Philadelphia,3947,1480,2467,0.1,0.2,6.6,4.9,54.1,18.6,2.4,10.2,5.3
000427,Lebanon Valley College,PA,Annville,1721,803,918,0.1,0.2,2.1,2.4,83.8,3.1,0.2,5.2,3.1
000428,Le Moyne College,NY,Syracuse,2877,1162,1715,0.1,0.4,1.9,2.5,81.0,5.2,0.6,4.7,4.3
000429,Lesley University,MA,Cambridge,1521,375,1146,0.1,0.1,3.9,4.3,71.7,4.2,1.6,10.5,5.1
000430,Lock Haven University of Pennsylvania,PA,Lock Haven,4220,1806,2414,0.0,0.5,1.1,0.9,84.9,8.9,1.1,2.1,1.6
000431,Lycoming College,PA,Williamsport,1289,606,683,0.0,0.2,3.0,1.2,73.7,9.1,5.7,6.0,6.7
000432,New England Conservatory of Music,MA,Boston,409,231,178,0.0,0.0,8.9,15.6,58.1,4.1,33.5,5.2,8.1
000433,University of New Hampshire,NH,Durham,13034,6013,7021,0.0,0.2,1.7,2.2,82.7,1.3,2.3,3.4,8.4
000434,University of New Haven,CT,West Haven,5002,2516,2486,0.1,0.3,1.7,2.9,64.6,10.3,8.1,11.6,8.5
000435,College of New Rochelle,NY,New Rochelle,936,76,860,0.5,0.3,1.1,6.0,18.1,40.1,1.1,24.0,9.8
000436,New York University,NY,New York,24985,10830,14155,0.1,0.3,4.3,22.8,42.1,5.9,15.2,13.4,11.1
000437,Massachusetts College of Liberal Arts,MA,North Adams,1457,537,920,,0.6,2.9,2.1,73.8,9.4,0.1,7.8,3.5
000438,Norwich University,VT,Northfield,2649,2036,613,0.4,0.5,4.9,2.5,79.8,3.6,1.5,6.8,1.5
000439,Iona College,NY,New Rochelle,3271,1593,1678,0.2,0.1,1.6,2.3,59.4,8.6,2.5,22.2,5.5
000440,LIU Post,NY,Brookville,6224,2594,3630,0.1,0.2,1.7,4.9,50.4,12.9,5.0,14.9,14.8
000441,Juniata College,PA,Huntingdon,1570,693,877,0.0,0.1,2.4,4.1,79.9,3.0,7.5,4.1,6.4
000442,Houghton College,NY,Houghton,1053,380,673,0.1,0.2,4.5,2.8,87.0,2.9,10.2,1.9,0.7
000443,Husson University,ME,Bangor,2691,1242,1449,0.3,0.5,1.3,0.8,90.5,3.9,3.0,1.6,1.2
000444,Harvard College,MA,Cambridge,6699,3543,3156,0.1,0.3,7.2,22.1,47.5,7.3,11.4,11.5,4.2
000445,Grove City College,PA,Grove City,2444,1212,1232,0.0,0.1,2.6,1.9,93.4,0.6,1.0,1.3,0.0
000446,Gordon College,MA,Wenham,1694,640,1054,0.2,0.3,4.2,4.6,78.4,4.8,7.4,7.5,0.0
000447,Geneva College,PA,Beaver Falls,1262,653,609,0.1,0.1,3.4,0.3,91.0,3.0,0.9,1.0,1.1
000448,Medgar Evers College (City University of New York),NY,Brooklyn,6701,1921,4780,0.0,0.8,0.0,2.3,1.1,85.1,0.5,10.7,0.0
000449,Emmanuel College,MA,Boston,1986,522,1464,0.1,0.3,2.5,4.1,72.2,5.3,1.7,8.8,6.7
000450,Emerson College,MA,Boston,3789,1521,2268,0.1,0.1,4.8,4.4,72.0,3.3,7.4,11.5,3.8
000451,Eastern Nazarene College,MA,Quincy,862,370,492,0.1,0.1,4.7,4.4,53.1,15.0,1.0,11.2,11.4
000452,Fairfield University,CT,Fairfield,3970,1594,2376,0.1,0.0,1.5,2.1,78.1,2.4,2.4,7.6,8.2
000453,Brandeis University,MA,Waltham,3621,1563,2058,0.0,0.1,3.2,16.4,58.7,6.6,20.0,8.9,6.1
000454,College of Saint Benedict,MN,Saint Joseph,1943,,,0.2,0.8,0.6,6.3,82.8,2.9,4.4,6.5,0.0
000455,Eastern Connecticut State University,CT,Willimantic,5097,2334,2763,0.2,0.1,2.7,2.6,67.4,7.6,1.1,10.1,9.3
000456,Northeastern University,MA,Boston,17990,8911,9079,0.0,0.1,4.9,14.5,60.1,4.4,19.1,8.6,7.5
000457,Alma College,MI,Alma,1385,589,796,0.1,0.2,2.3,1.2,83.0,3.7,1.7,4.4,5.1
000458,Avila University,MO,Kansas City,1423,565,858,0.0,0.8,3.7,1.7,63.9,20.6,7.6,9.2,0.0
000459,Augustana College,IL,Rock Island,2478,1047,1431,0.0,0.0,3.8,2.2,78.5,3.8,3.5,10.3,1.2
000460,School of the Art Institute of Chicago,IL,Chicago,2843,782,2061,0.3,0.6,4.1,17.6,53.2,5.0,31.8,13.4,5.8
000461,Anderson University,IN,Anderson,1907,740,1167,0.3,0.3,2.8,0.9,79.5,8.1,2.8,1.8,6.4
000462,Andrews University,MI,Berrien Springs,1733,771,962,0.5,0.3,2.7,17.3,38.2,21.5,18.4,16.3,3.2
000463,Aurora University,IL,Aurora,3580,1286,2294,0.1,0.4,2.7,2.5,56.4,7.8,0.2,24.6,5.5
000464,Art Academy of Cincinnati,OH,Cincinnati,164,61,103,,,,,,,,,
000465,Alabama State University,AL,Montgomery,4764,1827,2937,0.1,0.1,1.2,0.3,1.7,94.5,2.1,1.2,1.0
000466,Alabama A&M University,AL,Huntsville,4940,2355,2585,,0.1,,0.2,2.1,97.0,0.9,0.3,0.4
000467,University of Alabama at Birmingham,AL,Birmingham,11720,4819,6901,0.1,0.2,4.0,6.1,59.7,25.9,1.7,3.2,0.9
000468,University of Alabama in Huntsville,AL,Huntsville,6013,3449,2564,0.0,1.4,2.1,4.1,72.5,12.6,3.9,4.2,3.2
000469,University of Alabama,AL,Tuscaloosa,31958,14424,17534,0.1,0.4,2.8,1.2,80.0,11.2,2.4,4.1,0.3
