School ID,University,State,City,Enrollment (Undergrad),Male Enrollment,Female Enrollment,Native Hawaiian/Pacific Islander,American Indian/Alaskan Native,Multi-race (not Hispanic/Latino),Asian,White,Black/African-American,International,Hispanic/Latino,Unknown
000470,Albany State University,GA,Albany,3316,1084,2232,0.0,0.2,1.3,0.1,4.7,90.2,0.4,1.4,2.2
000471,Alice Lloyd College,KY,Pippa Passes,616,279,337,0.3,0.2,0.2,0.0,96.3,1.1,0.3,0.3,1.6
000472,Alcorn State University,MS,Lorman,2911,1046,1865,0.2,0.0,2.2,0.2,2.8,94.2,1.3,0.4,
000473,Alderson-Broaddus College,WV,Philippi,1085,582,503,0.0,0.5,1.1,1.1,75.9,16.8,4.4,4.5,0.1
000474,Lyon College,AR,Batesville,715,374,341,0.0,2.0,0.0,1.8,76.7,6.2,2.2,6.8,6.5
000475,American University,DC,Washington,7909,2971,4938,0.0,0.1,5.0,7.6,62.6,7.4,6.5,12.7,4.6
000476,Appalachian State University,NC,Boone,16290,7511,8779,0.1,0.2,2.9,1.9,85.1,3.5,0.9,4.4,1.8
000477,Arkansas State University,AR,State University,9592,4112,5480,0.1,0.4,2.1,0.8,79.2,14.0,5.2,2.7,0.7
000478,Arkansas Tech University,AR,Russellville,11191,5074,6117,0.1,0.9,3.2,1.3,79.3,8.3,3.4,6.9,0.0
000479,University of Arkansas,AR,Fayetteville,22159,10588,11571,0.1,1.2,3.4,2.6,79.6,4.9,3.0,7.8,0.4
000480,University of Arkansas at Little Rock,AR,Little Rock,9384,3823,5561,0.0,0.3,7.8,2.3,54.5,27.8,2.4,7.2,0.0
000481,University of Arkansas at Monticello,AR,Monticello,3802,1507,2295,,0.4,1.3,0.3,61.9,33.2,0.4,2.5,0.4
000482,University of Arkansas at Pine Bluff,AR,Pine Bluff,2545,1111,1434,0.0,0.2,0.1,0.4,4.6,93.3,1.0,1.3,0.2
000483,Armstrong State University,GA,Savannah,6331,2130,4201,0.3,0.2,4.7,3.5,57.9,25.2,1.6,7.2,1.0
000484,Asbury University,KY,Wilmore,1656,661,995,0.3,0.2,5.7,1.3,82.9,3.7,1.9,2.6,3.3
000486,Barton College,NC,Wilson,985,298,687,0.1,0.7,2.9,0.9,57.6,22.5,3.6,6.4,8.7
000487,Baptist College of Florida,FL,Graceville,460,289,171,0.0,0.7,3.5,0.2,80.5,7.2,,4.2,3.7
000488,Auburn University,AL,Auburn University,21786,11122,10664,0.0,0.6,0.6,2.5,85.3,6.8,2.4,3.3,0.9
000489,Auburn University at Montgomery,AL,Montgomery,4257,1516,2741,0.2,0.5,3.2,2.5,55.7,35.9,3.5,0.8,1.2
000491,Austin Peay State University,TN,Clarksville,9184,3812,5372,0.2,0.4,5.7,1.8,63.3,19.7,0.4,6.3,2.5
000492,Averett University,VA,Danville,891,442,449,0.0,1.1,0.0,0.9,60.6,33.6,4.4,3.6,0.2
000493,University of Baltimore,MD,Baltimore,3526,,,0.1,0.4,3.3,4.4,36.0,42.1,1.0,3.0,10.6
000494,Charleston Southern University,SC,Charleston,3181,1177,2004,0.2,0.8,2.0,1.8,61.5,26.4,0.7,3.2,4.0
000495,Barry University,FL,Miami Shores,3776,1463,2313,0.1,0.3,2.2,1.0,23.3,35.1,8.1,33.5,4.5
000496,Belhaven University,MS,Jackson,2751,963,1788,0.1,0.5,1.6,0.8,36.3,49.8,2.6,4.6,6.2
000497,Bellarmine University,KY,Louisville,2651,930,1721,0.2,0.3,3.4,2.2,85.2,3.9,1.3,2.8,2.0
000498,Belmont Abbey College,NC,Belmont,1495,690,805,0.1,0.3,0.3,1.2,46.3,22.1,2.4,1.4,28.3
000499,Belmont University,TN,Nashville,5983,2287,3696,0.1,0.3,3.6,2.0,80.6,4.8,1.2,5.0,3.6
000500,Benedict College,SC,Columbia,2641,,,,,,,,,,,
000501,Bennett College,NC,Greensboro,583,8,575,0.2,0.3,2.4,0.2,0.3,81.8,,3.3,11.5
000502,Berea College,KY,Berea,1621,712,909,0.2,0.1,6.0,1.7,67.9,16.6,7.4,6.4,1.0
000503,Berry College,GA,Mount Berry,2123,809,1314,0.0,0.2,3.3,1.4,81.6,4.7,0.6,6.5,2.2
000504,Bethany College,WV,Bethany,710,421,289,0.1,0.6,1.9,0.3,52.4,18.6,2.4,5.3,20.8
000505,Bethel University,TN,McKenzie,4239,1886,2353,0.2,,0.8,0.4,77.2,50.9,1.3,2.2,12.3
000506,Bethune-Cookman University,FL,Daytona Beach,3679,1524,2155,0.1,0.1,2.4,0.1,1.8,82.0,2.4,2.9,10.7
000507,Birmingham-Southern College,AL,Birmingham,1231,655,576,0.0,0.9,0.6,4.1,82.8,8.2,,2.6,0.9
000508,Blue Mountain College,MS,Blue Mountain,457,198,259,0.0,0.2,0.9,0.2,87.3,9.8,2.0,1.6,0.0
000509,Bluefield College,VA,Bluefield,956,414,542,0.2,0.0,2.1,0.7,67.4,22.7,3.9,4.1,2.7
000510,Bluefield State College,WV,Bluefield,1486,588,898,0.0,0.3,1.6,0.6,87.2,9.4,2.6,0.9,0.0
000511,Lynn University,FL,Boca Raton,2003,1040,963,0.1,0.6,1.5,2.2,55.6,10.3,22.1,19.3,10.3
000512,Bowie State University,MD,Bowie,4315,1658,2657,,,,,,,,,
000513,Brenau University,GA,Gainesville,1596,155,1441,0.2,,3.4,2.1,51.1,32.3,2.5,8.0,2.8
000514,Brescia University,KY,Owensboro,1043,239,804,0.0,0.8,0.7,0.5,66.7,13.6,0.9,5.6,12.1
000515,Bryan College,TN,Dayton,1420,654,766,,0.2,4.3,0.3,85.7,5.2,2.3,4.1,0.2
000516,New York School of Interior Design,NY,New York,381,40,341,0.0,0.0,2.1,3.9,48.8,3.9,12.3,9.0,32.3
000517,University of New Hampshire at Manchester,NH,Manchester,741,360,381,,0.1,2.2,2.5,75.4,1.7,0.1,4.1,14.0
000518,Southeastern Baptist Theological Seminary,NC,Wake Forest,418,284,134,0.0,0.0,0.0,3.1,86.8,4.6,0.2,3.1,2.4
000520,Mt. Sierra College,CA,Monrovia,511,,,,,,,,,,,
000522,Culinary Institute of America,NY,Hyde Park,2859,1435,1424,0.3,0.5,3.9,7.5,59.6,5.7,12.2,18.8,3.8
000523,Jones College,FL,Jacksonville,,,,0.0,0.3,1.9,0.3,16.4,79.4,,0.3,1.3
000524,Paier College of Art,CT,Hamden,128,43,85,0.0,0.0,0.8,3.1,69.3,7.1,0.8,12.6,7.1
000525,Schiller International University,FL,Largo,191,115,76,,,,,,,,,
000526,Brevard College,NC,Brevard,705,409,296,0.3,0.6,2.8,0.9,75.6,11.2,6.4,2.2,6.5
000527,Florida College,FL,Temple Terrace,550,253,297,0.2,2.1,5.6,0.4,79.2,6.0,2.9,6.2,0.4
000528,South University - Savannah,GA,Savannah,,,,,,,,,,,,
000531,Charles R. Drew University of Medicine and Science,CA,Los Angeles,230,88,142,,,,,,,,,
000534,Florida Gulf Coast University,FL,Fort Myers,13717,6127,7590,0.1,0.2,2.9,1.6,67.0,7.5,1.7,19.3,1.4
000537,Fairleigh Dickinson University - College at Florham,NJ,Madison,2402,1095,1307,0.2,0.6,2.2,4.0,59.4,11.5,0.6,15.0,7.1
000539,Coleman University,CA,San Diego,477,,,,,,,,,,,
000540,University of Advancing Technology,AZ,Tempe,1013,931,82,0.3,0.7,6.2,2.7,62.7,6.8,1.7,6.9,13.7
000541,University of the Potomac,DC,Washington,229,139,90,0.5,1.6,4.2,2.6,19.6,57.7,17.5,3.7,10.1
000542,Platt College,CO,Aurora,134,,,,,,,,,,,
000543,Art Institute of California - San Diego,CA,San Diego,,,,,,,,,,,,
000545,Laguna College of Art + Design,CA,Laguna Beach,514,208,306,,,,17.6,47.3,1.7,3.1,15.9,15.3
000546,Columbia College Hollywood,CA,Tarzana,359,241,118,0.0,0.0,0.0,7.0,51.5,16.2,,17.0,8.4
000548,Art Institute of California - San Francisco,CA,San Francisco,,,,,,,,,,,,
000550,NewSchool of Architecture & Design,CA,San Diego,408,282,126,0.3,0.3,3.2,10.1,32.3,3.5,21.3,46.2,4.1
000551,Pacific States University,CA,Los Angeles,19,12,7,,,,75.0,25.0,,78.9,,
000553,Rocky Mountain College of Art & Design,CO,Lakewood,1079,384,695,0.0,2.8,1.1,2.6,59.7,6.6,1.5,11.4,15.7
000554,Colorado Heights University,CO,Denver,343,145,198,0.0,0.0,0.0,22.5,12.3,8.0,45.5,46.0,11.2
000558,Hodges University,FL,Naples,1487,570,917,,,,,,,,,
000559,Trinity College of Florida,FL,Trinity,204,108,96,0.0,0.0,1.0,1.5,51.5,23.8,1.0,14.9,7.4
000560,Illinois Institute of Art - Chicago,IL,Chicago,,,,,,,,,,,,
000561,St. John's College,IL,Springfield,122,12,110,,,,,99.2,,0.8,0.8,
000563,Waldorf College,IA,Forest City,1425,903,522,0.8,0.5,1.3,1.2,69.1,18.1,0.1,8.0,1.0
000565,Cambridge College,MA,Cambridge,1090,355,735,0.3,0.3,1.1,3.4,18.0,34.2,5.2,24.8,17.8
000566,Newbury College,MA,Brookline,862,375,487,0.0,0.2,6.1,4.9,36.4,37.4,2.6,15.0,0.0
000567,Finlandia University,MI,Hancock,545,190,355,,,,,,,,,
000570,Thomas More College of Liberal Arts,NH,Merrimack,99,50,49,,,,,,,,,
000571,St. Gregory's University,OK,Shawnee,605,266,339,0.3,10.2,8.7,1.0,56.9,7.8,3.0,12.6,2.4
000572,Utah Valley University,UT,Orem,33026,18012,15014,0.7,0.6,2.7,1.1,78.5,0.9,2.3,10.3,5.2
000573,Vermont Technical College,VT,Randolph Center,1546,825,721,0.1,0.7,3.2,1.3,89.7,1.0,2.2,2.2,1.9
000575,Northwest College of Art and Design,WA,Poulsbo,,,,,,,,,,,,
000576,Northwestern Polytechnic University,CA,Fremont,164,99,65,,,,,,,,,
000578,DeVry University - New York,NY,New York,915,626,289,1.2,0.7,0.9,7.4,15.2,40.5,2.8,32.1,1.9
000580,Sterling College,VT,Craftsbury Common,119,61,58,0.0,0.0,1.7,0.9,85.3,4.3,2.5,1.7,6.0
000581,Penn State Abington,PA,Abington,3961,1859,2102,0.2,0.2,2.0,17.5,53.0,13.6,4.2,10.7,2.8
000582,International Fine Arts College,FL,Miami,,,,,,,,,,,,
000583,Illinois Institute of Art - Schaumburg,IL,Schaumburg,,,,,,,,,,,,
000584,Shasta Bible College,CA,Redding,44,28,16,0.7,,,2.6,21.1,1.3,,3.3,5.3
000586,Beulah Heights University,GA,Atlanta,454,200,254,0.0,0.0,0.0,10.5,5.9,73.3,0.9,2.3,8.0
000588,Everest University - Tampa,FL,Tampa,3386,,,,,,,,,,,
000591,DeVry University - North Brunswick,NJ,North Brunswick,930,649,281,1.0,0.4,0.4,8.4,37.3,23.0,1.4,26.3,3.1
000592,Art Institute of Pittsburgh,PA,Pittsburgh,,,,,,,,,,,,
000593,Dixie State College,UT,St. George,8503,3963,4540,1.3,1.2,3.3,0.9,78.2,2.6,2.2,11.2,1.3
000594,Johnson & Wales University,CO,Denver,1356,552,804,0.1,0.4,8.5,1.6,54.7,9.2,1.4,19.0,6.6
000596,Penn State Schuylkill,PA,Schuylkill Haven,783,314,469,0.1,0.1,1.4,1.4,69.6,18.6,1.1,7.0,1.7
000597,Penn State Lehigh Valley,PA,Center Valley,862,439,423,0.3,0.0,1.9,10.1,63.8,6.1,0.2,16.5,1.3
000598,Penn State Berks,PA,Reading,2906,1643,1263,0.1,0.0,2.5,4.7,70.1,9.5,2.8,11.8,1.3
000600,DeVry University - Orlando,FL,Orlando,914,527,387,0.2,0.2,0.8,2.4,40.8,23.3,2.4,23.7,8.7
000601,Penn State Altoona,PA,Altoona,3838,2141,1697,0.1,0.1,2.2,2.7,80.2,7.6,4.5,6.0,1.0
000602,Peirce College,PA,Philadelphia,1643,461,1182,0.2,0.1,0.4,1.6,20.1,69.2,0.2,7.4,0.9
000604,Art Institute of California - Orange County,CA,Santa Ana,,,,,,,,,,,,
000605,Art Institute of Washington,VA,Arlington,,,,,,,,,,,,
000606,Mitchell College,CT,New London,723,406,317,0.0,1.8,4.6,1.7,63.5,14.1,1.8,11.7,2.5
000610,"Stevens-Henager College, Ogden",UT,West Haven,364,,,,,,,,,,,
000613,Bethany Lutheran College,MN,Mankato,524,234,290,0.2,0.4,1.4,0.2,91.0,2.9,2.7,2.5,1.4
000614,Paul Smith's College,NY,Paul Smiths,910,,,,,,,,,,,
000615,University of Arkansas at Fort Smith,AR,Fort Smith,6823,2980,3843,0.1,2.8,5.1,4.7,73.5,4.7,1.3,9.0,0.1
000617,DeVry University - Crystal City,VA,Arlington,424,297,127,0.0,1.0,1.7,3.5,26.6,50.5,5.2,13.9,2.7
000619,DeVry University - Colorado Springs,CO,Colorado Springs,,,,,,,,,,,,
000621,Cabarrus College of Health Sciences,NC,Concord,431,47,384,0.2,0.2,0.9,0.2,71.6,6.2,,1.9,
000623,Muhlenberg College,PA,Allentown,2397,961,1436,0.0,0.1,2.1,3.1,76.7,3.2,2.5,7.1,7.8
000625,California State University Sacramento,CA,Sacramento,26648,11641,15007,1.3,0.8,6.3,21.7,35.2,6.5,1.7,23.0,5.2
000626,School of the Museum of Fine Arts,MA,Boston,349,100,249,0.0,0.0,4.9,3.3,53.3,2.9,12.3,12.4,23.2
000627,Nazareth College,NY,Rochester,2108,620,1488,0.0,0.2,1.7,3.0,76.6,7.0,1.9,4.6,6.9
000628,Neumann University,PA,Aston,2403,856,1547,0.1,0.1,2.2,1.2,55.2,22.2,1.3,2.1,16.9
000629,Bellevue University,NE,Bellevue,6828,3525,3303,0.4,0.7,1.0,1.8,57.6,13.2,2.2,7.1,18.1
000630,Misericordia University,PA,Dallas,2400,771,1629,0.0,0.2,1.4,1.3,91.8,2.2,0.2,3.1,0.0
000631,New England College,NH,Henniker,1805,737,1068,0.1,1.0,1.4,1.4,54.4,25.0,3.4,7.6,9.1
000632,Art Center College of Design,CA,Pasadena,1915,951,964,0.5,0.4,5.7,49.6,24.5,1.7,26.7,16.5,1.0
000633,Augustana University,SD,Sioux Falls,1613,651,962,0.1,0.2,2.5,1.0,91.3,2.2,8.9,2.8,0.1
000634,Colorado School of Mines,CO,Golden,4608,3335,1273,0.1,0.1,5.7,5.2,79.3,1.1,6.9,7.4,1.1
000635,"University of California, Santa Barbara",CA,Santa Barbara,20607,9721,10886,0.1,0.2,9.0,21.0,38.0,2.4,7.1,27.9,1.4
000636,Chaminade University of Honolulu,HI,Honolulu,1226,360,866,20.7,0.6,15.7,38.7,13.6,2.8,2.4,4.5,3.4
000637,University of Alaska Anchorage,AK,Anchorage,16463,9547,6916,0.9,6.6,10.7,7.9,58.5,3.6,1.4,7.1,4.7
000638,Concordia University Nebraska,NE,Seward,1478,724,754,0.2,0.5,0.1,0.8,77.1,4.0,1.8,5.7,11.7
000639,East Central University,OK,Ada,3687,1545,2142,0.3,15.2,9.9,0.6,62.5,3.8,10.0,5.5,2.2
000640,Alaska Pacific University,AK,Anchorage,326,119,207,1.4,18.4,9.4,2.5,53.1,2.9,,3.6,8.7
000641,Montana State University - Billings,MT,Billings,4034,1536,2498,0.2,4.4,2.8,0.9,84.1,1.1,2.7,5.3,1.1
000642,Eastern New Mexico University,NM,Portales,4600,2039,2561,0.4,2.9,2.6,0.9,44.6,4.4,2.1,36.0,8.1
000643,University of Great Falls,MT,Great Falls,1052,352,700,1.0,1.9,0.3,2.9,69.0,2.7,,6.1,7.5
000644,Eastern Oregon University,OR,La Grande,3128,1177,1951,1.1,2.2,2.5,1.8,73.8,2.5,0.9,5.5,10.7
000645,Fort Lewis College,CO,Durango,3679,1807,1872,0.2,25.1,6.8,0.7,52.6,1.3,1.2,11.0,2.4
000646,Jamestown College,ND,Jamestown,888,428,460,1.0,1.1,0.0,1.9,83.0,5.5,6.6,7.4,0.1
000647,University of Colorado Colorado Springs,CO,Colorado Springs,9816,4765,5051,0.3,0.4,7.5,3.1,66.8,3.7,1.4,16.6,1.6
000648,Embry-Riddle Aeronautical University - Prescott,AZ,Prescott,2205,1702,503,0.7,0.5,10.6,5.6,65.3,2.3,9.6,4.6,10.5
000649,Brooks Institute,CA,Ventura,1184,,,,,,,,,,,
000650,"University of California, Davis",CA,Davis,28384,11658,16726,0.5,0.2,5.9,35.9,31.6,2.5,11.2,20.9,2.5
000651,Montana State University,MT,Bozeman,13707,,,0.2,1.7,3.2,0.9,88.6,0.7,3.3,3.8,1.0
000652,Hawaii Pacific University,HI,Honolulu,3993,1687,2306,2.6,0.4,17.8,18.5,29.9,5.9,10.9,16.4,8.4
000653,Midland University,NE,Fremont,827,361,466,,,,,,,,,
000654,California State University East Bay,CA,Hayward,13008,5013,7995,1.0,0.3,5.9,25.3,17.5,11.6,6.3,33.6,4.8
000655,University of Mary Hardin-Baylor,TX,Belton,3221,1183,2038,0.3,0.7,2.8,1.5,57.9,15.2,1.9,20.8,0.9
000656,California Maritime Academy,CA,Vallejo,1075,917,158,0.1,0.2,10.7,9.7,54.1,1.9,1.1,17.0,6.4
000657,Grand Canyon University,AZ,Phoenix,,,,0.2,0.7,1.7,1.9,27.4,21.6,,6.1,40.5
000658,Caldwell University,NJ,Caldwell,1595,458,1137,0.3,0.1,0.0,3.9,41.4,15.6,5.6,18.7,20.1
000659,Abilene Christian University,TX,Abilene,3760,1541,2219,0.1,0.4,5.4,1.0,67.0,9.2,3.6,16.7,0.4
000660,Creighton University,NE,Omaha,4163,1797,2366,0.5,0.5,4.3,10.4,73.0,2.5,2.7,8.0,1.0
000661,Chapman University,CA,Orange,6363,2532,3831,0.4,0.3,6.5,10.8,60.9,1.5,4.1,15.0,4.6
000662,Azusa Pacific University,CA,Azusa,5883,2044,3839,1.3,0.1,8.2,9.1,44.7,5.0,2.2,29.7,1.8
000663,Humboldt State University,CA,Arcata,8242,3645,4597,0.2,0.9,6.7,3.3,45.1,3.6,1.5,33.4,6.8
000664,Bethany College,KS,Lindsborg,665,396,269,0.0,0.8,4.0,1.4,69.1,12.3,6.2,12.0,0.3
000665,Texas A&M International University,TX,Laredo,6376,2577,3799,0.1,0.0,0.3,0.5,2.0,0.4,1.9,96.4,0.3
000666,"California Polytechnic State University, San Luis Obispo",CA,San Luis Obispo,20049,10710,9339,0.1,0.1,7.1,12.5,58.6,0.8,1.8,16.0,4.8
000667,Newman University,KS,Wichita,2754,1050,1704,0.1,0.9,3.4,5.5,75.0,2.7,2.6,10.9,1.5
000668,College of Idaho,ID,Caldwell,1039,510,529,1.0,0.6,3.1,2.5,70.9,2.0,7.1,14.9,5.0
000669,Colorado College,CO,Colorado Springs,2118,982,1136,0.0,0.5,9.8,5.3,68.5,2.8,6.6,10.2,3.0
000670,Colorado Technical University,CO,Colorado Springs,1896,1057,839,,,,,,,,,
000671,Dakota Wesleyan University,SD,Mitchell,759,347,412,0.0,1.5,3.0,1.2,88.2,3.4,0.9,2.5,0.1
000672,Marylhurst University,OR,Marylhurst,514,139,375,0.2,0.8,3.4,2.6,71.6,3.6,3.1,6.6,11.1
000673,"University of Nevada, Reno",NV,Reno,17770,8449,9321,,,,,,,,,
000674,Mount Marty College,SD,Yankton,1047,436,611,0.5,3.6,0.1,0.9,85.6,2.8,,5.2,1.4
000675,McMurry University,TX,Abilene,1069,591,478,0.0,0.8,1.4,0.6,52.7,18.7,1.0,25.7,0.1
000676,Willamette University,OR,Salem,2384,1041,1343,0.2,0.6,9.6,9.1,61.6,2.3,7.3,12.3,4.3
000677,Austin College,TX,Sherman,1255,596,659,0.2,1.2,1.3,13.6,54.3,6.9,3.0,19.2,3.3
000678,Northwood University,TX,Cedar Hill,278,108,170,,0.7,0.7,0.4,20.7,40.0,1.1,19.6,17.8
000679,University of Texas of the Permian Basin,TX,Odessa,5164,2277,2887,0.2,0.9,0.6,2.7,42.0,6.0,1.0,43.7,4.0
000680,Biola University,CA,La Mirada,4225,1547,2678,0.2,0.1,6.6,18.0,50.4,2.4,2.8,20.0,2.3
000681,Texas A&M University - Corpus Christi,TX,Corpus Christi,9804,3999,5805,0.0,0.3,1.0,2.5,39.2,6.7,2.9,49.2,1.1
000682,Chadron State College,NE,Chadron,2199,,,,,,,,,,,
000683,Western Oregon University,OR,Monmouth,4808,1914,2894,2.6,1.9,0.1,4.6,69.9,4.2,5.4,11.8,4.9
000684,Montana Tech of the University of Montana,MT,Butte,2770,1716,1054,0.0,1.9,0.0,0.8,87.7,1.0,9.4,2.0,6.6
000685,Union College,NE,Lincoln,814,321,493,1.2,0.7,5.0,4.4,60.3,7.9,7.2,18.9,1.6
000686,University of Idaho,ID,Moscow,9116,4738,4378,0.2,0.6,3.9,1.4,77.8,1.4,5.7,10.4,4.2
000687,Menlo College,CA,Atherton,768,426,342,2.3,0.9,8.5,11.2,33.1,7.4,14.3,26.0,10.5
000688,Texas Christian University,TX,Fort Worth,8894,3547,5347,0.3,0.8,0.3,2.7,77.1,5.1,4.7,11.7,1.9
000689,Northwest Christian University,OR,Eugene,533,211,322,0.8,3.2,3.2,1.9,77.1,3.2,,8.8,1.9
000690,Concordia University Portland,OR,Portland,1369,449,920,1.7,0.9,3.7,4.0,61.9,6.8,1.3,8.4,12.7
000691,Whitworth University,WA,Spokane,2344,898,1446,0.3,0.7,6.5,4.8,76.6,2.1,2.4,8.0,1.0
000692,Evergreen State College,WA,Olympia,3872,1724,2148,0.4,2.1,8.2,2.8,65.6,4.9,0.3,9.9,6.1
000693,University of Denver,CO,Denver,5758,2667,3091,0.1,0.4,4.0,4.8,74.2,2.7,8.8,10.9,2.9
000694,Regis University,CO,Denver,4499,1777,2722,0.1,0.6,3.7,4.7,60.0,4.9,1.0,19.2,6.9
000695,Rocky Mountain College,MT,Billings,938,496,442,0.6,1.6,4.1,0.8,80.9,3.1,3.7,6.4,2.4
000696,Southeastern Oklahoma State University,OK,Durant,3212,1464,1748,0.3,29.5,0.0,1.4,56.0,6.8,,6.0,0.0
000697,DeVry University - Phoenix,AZ,Phoenix,730,525,205,0.6,4.6,1.2,4.8,53.9,7.5,0.8,27.4,0.0
000698,DeVry University - Pomona,CA,Pomona,1501,860,641,2.2,0.7,1.8,8.5,27.4,9.6,1.3,40.7,9.0
000699,Westmont College,CA,Santa Barbara,1304,512,792,0.2,0.2,7.6,7.4,64.3,1.4,1.5,14.8,4.0
000700,United States Air Force Academy,CO,USAF Academy,4111,3145,966,0.6,0.4,7.2,4.8,63.5,5.7,1.4,10.6,7.2
000701,DeVry University - Irving,TX,Irving,578,361,217,0.5,0.7,0.5,4.6,30.0,27.8,1.9,19.9,16.0
000702,Oklahoma Christian University,OK,Oklahoma City,1999,1008,991,0.0,1.9,7.0,1.4,78.2,5.4,7.6,6.0,0.0
000703,Houston Baptist University,TX,Houston,2250,874,1376,0.2,0.3,4.7,10.7,28.1,19.9,3.6,31.5,4.6
000704,Texas A&M University - Kingsville,TX,Kingsville,6605,3482,3123,0.1,0.1,0.6,0.8,18.2,7.6,2.4,71.9,0.6
000705,University of Alaska Fairbanks,AK,Fairbanks,7563,3205,4358,0.3,13.0,4.1,1.3,43.1,2.1,0.8,5.3,30.9
000706,California Institute of Technology,CA,Pasadena,1001,610,391,0.0,0.1,5.8,49.5,29.8,1.6,8.3,13.0,0.2
000707,University of Utah,UT,Salt Lake City,23794,13398,10396,0.7,0.5,4.4,5.8,73.1,1.5,5.7,11.5,2.6
000708,University of North Texas,TX,Denton,30503,14696,15807,0.1,0.3,4.2,6.0,51.0,13.7,3.2,23.7,0.9
000709,San Francisco Conservatory of Music,CA,San Francisco,158,88,70,0.9,1.7,15.4,14.5,43.6,3.4,25.3,8.5,12.0
000710,University of Hawaii - West Oahu,HI,Kapolei,2692,992,1700,30.0,0.5,15.3,38.7,12.2,1.7,0.4,1.3,0.3
000711,Valley City State University,ND,Valley City,1278,506,772,0.2,0.9,2.8,0.6,84.5,3.9,2.1,5.0,2.1
000712,Academy of Art University,CA,San Francisco,9117,3872,5245,1.0,0.7,4.0,10.8,32.2,9.4,27.6,16.7,25.3
000713,Holy Names University,CA,Oakland,656,229,427,3.3,0.5,1.8,13.1,22.0,18.8,3.5,38.3,2.2
000714,University of Wyoming,WY,Laramie,10045,4869,5176,0.2,0.6,3.2,1.3,79.1,1.0,3.9,7.1,7.3
000715,Washington State University,WA,Pullman,17481,9074,8407,0.5,0.6,8.8,5.9,64.8,4.3,5.4,13.6,1.5
000716,Claremont McKenna College,CA,Claremont,1328,679,649,0.2,0.1,7.9,12.4,50.7,5.2,16.7,16.3,7.3
000717,Oregon Institute of Technology,OR,Klamath Falls,3881,2016,1865,0.6,1.4,4.6,4.3,77.7,1.3,2.4,6.2,3.9
000718,Prescott College,AZ,Prescott,464,192,272,0.0,3.5,4.3,2.2,69.6,2.0,0.9,5.7,12.8
000719,Weber State University,UT,Ogden,25318,11841,13477,0.4,0.5,1.7,1.2,48.8,1.3,1.6,9.9,36.2
000720,Alliant International University,CA,San Diego,237,92,145,,,,,,,,,
000721,University of Sioux Falls,SD,Sioux Falls,1243,585,658,,,,,,,,,
000722,Fort Hays State University,KS,Hays,11831,4607,7224,0.2,0.6,2.8,1.3,79.3,5.1,27.7,9.6,1.1
000723,Bethel College,KS,North Newton,525,253,272,0.2,0.8,4.1,1.0,71.5,14.1,2.5,6.6,1.8
000724,St. Edward's University,TX,Austin,4023,1580,2443,0.3,0.5,4.2,3.4,41.1,4.0,9.0,43.7,2.8
000725,Simpson University,CA,Redding,963,347,616,0.4,3.7,3.1,4.4,60.6,3.6,1.7,11.9,12.2
000726,Linfield College,OR,McMinnville,1700,680,1020,0.7,0.8,13.2,4.9,61.8,2.1,3.0,13.5,2.9
000727,Otis College of Art and Design,CA,Los Angeles,1032,366,666,0.4,0.7,7.5,39.5,27.5,4.2,18.5,16.3,4.0
000728,National American University - Rapid City,SD,Rapid City,481,172,309,,,,,,,,,
000729,Western State Colorado University,CO,Gunnison,2419,1386,1033,0.4,0.6,4.3,0.9,74.9,2.7,0.4,10.3,6.0
000730,"University of California, Irvine",CA,Irvine,25256,11675,13581,0.1,0.1,4.5,44.2,14.6,2.0,15.7,29.5,5.1
000731,Rice University,TX,Houston,3910,2062,1848,0.1,0.1,5.1,27.4,42.2,7.4,12.8,16.0,1.7
000732,Gonzaga University,WA,Spokane,5041,2339,2702,0.4,0.5,5.6,5.2,73.1,1.2,2.0,10.2,3.8
000733,"University of Nevada, Las Vegas",NV,Las Vegas,23801,10499,13302,1.4,0.2,9.8,15.9,36.6,7.9,3.7,27.5,0.7
000734,Cogswell Polytechnical College,CA,San Jose,633,464,169,1.9,0.6,9.3,15.8,42.2,4.5,1.1,18.4,7.3
000735,University of North Dakota,ND,Grand Forks,11577,6557,5020,0.1,1.4,3.2,1.8,85.2,2.6,5.9,3.3,2.3
000736,Thomas Aquinas College,CA,Santa Paula,377,188,189,0.0,0.0,7.1,1.4,73.8,0.3,2.9,15.0,2.5
000737,American Jewish University,CA,Bel Air,112,56,56,0.0,0.9,0.9,0.0,37.0,1.9,,3.7,55.6
000738,University of Science and Arts of Oklahoma,OK,Chickasha,888,304,584,0.0,15.6,0.0,1.0,68.4,4.9,8.1,8.0,2.2
000739,University of Texas at Arlington,TX,Arlington,29883,11869,18014,0.3,0.3,3.3,11.3,43.5,15.5,4.9,25.1,0.6
000740,Texas Lutheran University,TX,Seguin,1367,668,699,0.0,0.4,0.1,0.8,55.1,8.5,0.4,31.6,3.5
000741,Whitman College,WA,Walla Walla,1470,617,853,0.0,0.4,7.4,5.1,75.3,1.2,4.8,7.4,3.1
000742,University of Arizona,AZ,Tucson,33732,16369,17363,0.3,1.2,4.6,6.0,55.8,4.0,6.6,27.1,0.9
000743,Southern California Institute of Architecture,CA,Los Angeles,255,158,97,0.8,0.0,,36.3,26.6,1.6,51.4,28.2,1.6
